,Donor ID,Project ID,Donation Amount,Donor City,Project Title,Project Type,Project Resource Category,Project Subject Category Tree,Project Subject Subcategory Tree
1166977,49d52708073c340f3c52e09dbcacaff1,fe23d544f05cc3908e4143a7b6039b12,1.0,Oakland,Creating an Interactive Classroom Through Technology,Teacher-Led,Technology,"Literacy & Language, Music & The Arts","Literacy, Performing Arts"
1166979,460d9729012340616a63aaf7dffaabd0,4a485e3b082a186ab6360c82201d5288,70.0,Oakland,Bringing US History Into the Community!,Teacher-Led,Supplies,History & Civics,"History & Geography, Social Sciences"
1166981,0de0ceb831a1c06c42cc7cf4c5c20faf,4a485e3b082a186ab6360c82201d5288,50.0,Oakland,Bringing US History Into the Community!,Teacher-Led,Supplies,History & Civics,"History & Geography, Social Sciences"
1166982,245a84c9ff0a6491af158ac4c3b3ac7b,4a485e3b082a186ab6360c82201d5288,25.0,Oakland,Bringing US History Into the Community!,Teacher-Led,Supplies,History & Civics,"History & Geography, Social Sciences"
1166985,b07cf089ed3449d7f656c925e0d2a595,4a485e3b082a186ab6360c82201d5288,25.0,Oakland,Bringing US History Into the Community!,Teacher-Led,Supplies,History & Civics,"History & Geography, Social Sciences"
1166989,fe4340909d798ed2026511349b2bd29f,4a485e3b082a186ab6360c82201d5288,249.45,Oakland,Bringing US History Into the Community!,Teacher-Led,Supplies,History & Civics,"History & Geography, Social Sciences"
1167084,a35228db73d146a33304860bedbdab9a,616bf1fa93f2be4883eaf7b262bf3d31,200.0,Oakland,Math and Science Grand Canyon Expedition,Teacher-Led,Trips,Math & Science,"Environmental Science, Health & Life Science"
1167085,bb04032639e9edf50e674ecc744e02dc,616bf1fa93f2be4883eaf7b262bf3d31,25.0,Oakland,Math and Science Grand Canyon Expedition,Teacher-Led,Trips,Math & Science,"Environmental Science, Health & Life Science"
1167130,47a083d7df9b6efdbae353b391bcafea,891ef0e918adf59d8bb498c7043dba39,20.0,Oakland,Soccer Dream,Teacher-Led,Books,Health & Sports,Team Sports
1167135,6bb127d8434b2059147980e8abe4b8d3,891ef0e918adf59d8bb498c7043dba39,50.0,Oakland,Soccer Dream,Teacher-Led,Books,Health & Sports,Team Sports
1167212,a35228db73d146a33304860bedbdab9a,d9242549122dd9e32af0d4dc9180b01d,10.0,Oakland,"Up With Computer Literacy, Down With Cell Phones",Teacher-Led,Technology,"Math & Science, Literacy & Language","Applied Sciences, Literature & Writing"
1167218,58f52d2a074275ceec412faa1ff344d7,e83c07b0453dbe2faf8a23a4f9be0a3f,50.0,Oakland,Binder Conquest,Teacher-Led,Supplies,Math & Science,Mathematics
1167219,7e5c8c42f2e3f88142a15dedde611d70,e83c07b0453dbe2faf8a23a4f9be0a3f,30.0,Oakland,Binder Conquest,Teacher-Led,Supplies,Math & Science,Mathematics
1167221,4af11aaf18013a7a052719b3cb3d7dd4,ecb655c9c4437b56ea400931a8de599f,25.0,Oakland,Technology for Science Investigation,Teacher-Led,Technology,Math & Science,"Environmental Science, Mathematics"
1167223,563dcf8bc5835376fcdcc855b98136f3,ecb655c9c4437b56ea400931a8de599f,25.0,Oakland,Technology for Science Investigation,Teacher-Led,Technology,Math & Science,"Environmental Science, Mathematics"
1167463,66e595ca2936f66f965ebdd432914112,1922233e2c284f9761b7d63f92e43239,10.0,Oakland,Headphones For Literacy? Using Online Content In Reading,Teacher-Led,Technology,Literacy & Language,"ESL, Literacy"
1167474,83b7ba1a6eb329a5d35782ec71e097de,1922233e2c284f9761b7d63f92e43239,25.56,Oakland,Headphones For Literacy? Using Online Content In Reading,Teacher-Led,Technology,Literacy & Language,"ESL, Literacy"
1167480,b622403da8ad0b12dbbd1fff771686be,1922233e2c284f9761b7d63f92e43239,6.32,Oakland,Headphones For Literacy? Using Online Content In Reading,Teacher-Led,Technology,Literacy & Language,"ESL, Literacy"
1167700,a16933fda56cd8664de244e9b6ca344c,ed9ffa20bb7ba134ed358eb3b270329f,100.0,Oakland,Support Interdisciplinary Learning: The Arts & Humanities,Teacher-Led,Art Supplies,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
1167712,9bb3a80f960ac78e7c184b5baf88e2e6,ee76c7df825f99b86f2eb9c93356a6c5,50.0,Oakland,Help My Students Learn About America's Racial Legacy,Teacher-Led,Books,"Literacy & Language, History & Civics","Literature & Writing, Social Sciences"
1167723,c904602f81392bd3d56e45474bddc2f3,ee76c7df825f99b86f2eb9c93356a6c5,25.0,Oakland,Help My Students Learn About America's Racial Legacy,Teacher-Led,Books,"Literacy & Language, History & Civics","Literature & Writing, Social Sciences"
1168780,17e55d751736becf42768ff01d373f0e,00ff7462e85f68236830ba1599e5b743,50.0,Oakland,"Engaging in Science ""Up-Close""",Teacher-Led,Technology,Math & Science,Health & Life Science
1168781,202b27754ed30f4f2b128bb96d3f3ba4,00ff7462e85f68236830ba1599e5b743,99.0,Oakland,"Engaging in Science ""Up-Close""",Teacher-Led,Technology,Math & Science,Health & Life Science
1168782,32aaa90dd3e0cdacf0fb18c1bcc76eda,00ff7462e85f68236830ba1599e5b743,322.52,Oakland,"Engaging in Science ""Up-Close""",Teacher-Led,Technology,Math & Science,Health & Life Science
1168784,48a0ddfab30a4ff246403ce5de17759e,00ff7462e85f68236830ba1599e5b743,25.0,Oakland,"Engaging in Science ""Up-Close""",Teacher-Led,Technology,Math & Science,Health & Life Science
1168785,728bca583e992dc5325758e757edcff5,00ff7462e85f68236830ba1599e5b743,50.0,Oakland,"Engaging in Science ""Up-Close""",Teacher-Led,Technology,Math & Science,Health & Life Science
1168787,85f99203eb4f4fafe9ffd97978e46fe9,00ff7462e85f68236830ba1599e5b743,50.0,Oakland,"Engaging in Science ""Up-Close""",Teacher-Led,Technology,Math & Science,Health & Life Science
1168788,9bb00e880d15048a7704b176349e1c7b,00ff7462e85f68236830ba1599e5b743,25.0,Oakland,"Engaging in Science ""Up-Close""",Teacher-Led,Technology,Math & Science,Health & Life Science
1168789,a1838e17eb9770ee2fed01641353f83e,00ff7462e85f68236830ba1599e5b743,50.0,Oakland,"Engaging in Science ""Up-Close""",Teacher-Led,Technology,Math & Science,Health & Life Science
1168790,a27ae1a82f922d5cd6bf14b2edfe7c25,00ff7462e85f68236830ba1599e5b743,20.0,Oakland,"Engaging in Science ""Up-Close""",Teacher-Led,Technology,Math & Science,Health & Life Science
1168792,d62a923257824126233be067fc08a981,00ff7462e85f68236830ba1599e5b743,25.0,Oakland,"Engaging in Science ""Up-Close""",Teacher-Led,Technology,Math & Science,Health & Life Science
1168805,202b27754ed30f4f2b128bb96d3f3ba4,ca0ed4ca74510617baddd1540713b792,99.0,Oakland,Heroes Throughout History: Inspirational Texts for Middle School,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1168806,85f99203eb4f4fafe9ffd97978e46fe9,ca0ed4ca74510617baddd1540713b792,50.0,Oakland,Heroes Throughout History: Inspirational Texts for Middle School,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1168807,9bb00e880d15048a7704b176349e1c7b,ca0ed4ca74510617baddd1540713b792,25.0,Oakland,Heroes Throughout History: Inspirational Texts for Middle School,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1168808,d62a923257824126233be067fc08a981,ca0ed4ca74510617baddd1540713b792,25.0,Oakland,Heroes Throughout History: Inspirational Texts for Middle School,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1168810,350ddb9cd40e438db87bb08b780a7b4e,ca0ed4ca74510617baddd1540713b792,200.0,Oakland,Heroes Throughout History: Inspirational Texts for Middle School,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1168811,385c6ceae748e3ab055523f7970c5161,ca0ed4ca74510617baddd1540713b792,50.0,Oakland,Heroes Throughout History: Inspirational Texts for Middle School,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1168812,bda0f1e81c03ee2b049b7d1396699472,ca0ed4ca74510617baddd1540713b792,50.0,Oakland,Heroes Throughout History: Inspirational Texts for Middle School,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1168814,50f13ff9d21a84de2f2c61cd6608f322,ca0ed4ca74510617baddd1540713b792,100.0,Oakland,Heroes Throughout History: Inspirational Texts for Middle School,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1168816,0ac68cba48bf15a6898f7d441977fdfb,ca0ed4ca74510617baddd1540713b792,25.0,Oakland,Heroes Throughout History: Inspirational Texts for Middle School,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1168823,fefbeace1200e93b02526fcda6e4dfdc,ca0ed4ca74510617baddd1540713b792,50.0,Oakland,Heroes Throughout History: Inspirational Texts for Middle School,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1169160,bae7701f0efd67045ab6881f95e4aab3,a52b6b58b807ec2c10ab20417d30d1c7,50.0,Oakland,Costa Rican Expedition,Teacher-Led,Trips,Math & Science,Environmental Science
1170868,849681e4de542ed755c35ab5e405c520,008c981db174abd4e7be0bee22530404,10.0,Oakland,When I Was Robbed So Were My Students,Teacher-Led,Technology,Math & Science,Applied Sciences
1170869,c1ee67ad76ee2cff9b016086674c5e5e,008c981db174abd4e7be0bee22530404,10.0,Oakland,When I Was Robbed So Were My Students,Teacher-Led,Technology,Math & Science,Applied Sciences
1170873,fbb4657f6788d2f55b26a29c0bd4a031,00ebbe27748d4c3e7d1a1afdb57e7fdb,25.0,Oakland,Help Us Shoo the Flu!,Teacher-Led,"Food, Clothing & Hygiene","Warmth, Care & Hunger","Warmth, Care & Hunger"
1170884,20d9828a1f630d29010d46611f3bc340,195cc5ac6aa6931ea8b9b560544851d5,10.0,Oakland,Kindergarten Math Resources!,Teacher-Led,Books,Math & Science,Mathematics
1170910,aa21a4bfe8cbaab98415fd0f42c4e0b1,349511313975be10f24f7e7ac477852b,42.0,Oakland,Stamp Out Lack of Number Sense!,Teacher-Led,Supplies,Math & Science,Mathematics
1170942,49d52708073c340f3c52e09dbcacaff1,5643010a0d98d78ec22dbc028a64b4d4,5.0,Oakland,Digital Record,Teacher-Led,Technology,"Applied Learning, Music & The Arts","Other, Visual Arts"
1170944,297dcd87d3f8732ed8a3797e2975dc7e,5643010a0d98d78ec22dbc028a64b4d4,75.0,Oakland,Digital Record,Teacher-Led,Technology,"Applied Learning, Music & The Arts","Other, Visual Arts"
1170954,6c70f5bd56c226a140ec9e80ce39f45a,686bc102fb27b98fcf161ec84f75b869,60.0,Oakland,Technology for Little Learners,Teacher-Led,Computers & Tablets,"Literacy & Language, Math & Science","Literacy, Mathematics"
1170957,cda873fc4e421f0a253c04c4b69b50b5,686bc102fb27b98fcf161ec84f75b869,60.0,Oakland,Technology for Little Learners,Teacher-Led,Computers & Tablets,"Literacy & Language, Math & Science","Literacy, Mathematics"
1170977,048dc713103ab96eb7a8e71dc4125f61,73eb84b06bae505c0a8aeeb22700c2a5,50.0,Oakland,Ship Us Off To Prison! Alcatraz!,Teacher-Led,Trips,"Applied Learning, History & Civics","Extracurricular, History & Geography"
1170978,ddfb05f0cdbf1b457b6dcd6eaf0b7e7f,73eb84b06bae505c0a8aeeb22700c2a5,50.0,Oakland,Ship Us Off To Prison! Alcatraz!,Teacher-Led,Trips,"Applied Learning, History & Civics","Extracurricular, History & Geography"
1170982,c6677bbf8b6087e10ffcf0442152c929,73eb84b06bae505c0a8aeeb22700c2a5,50.0,Oakland,Ship Us Off To Prison! Alcatraz!,Teacher-Led,Trips,"Applied Learning, History & Civics","Extracurricular, History & Geography"
1170987,577c65ddb30c77da5a7dc0ae831442b8,73eb84b06bae505c0a8aeeb22700c2a5,10.0,Oakland,Ship Us Off To Prison! Alcatraz!,Teacher-Led,Trips,"Applied Learning, History & Civics","Extracurricular, History & Geography"
1171008,3ef4e8a01b643e951767a49bc80c57e7,9ae14ae4b8147fa72a8e8ac65c085827,126.0,Oakland,Seating as Unique as We Are,Teacher-Led,Supplies,"Literacy & Language, Applied Learning","Literacy, Other"
1171029,84d773392cad5577e0e7bac30ad4f3a2,b1d7c59e875ad4da2cdf07bcf3b8346d,50.0,Oakland,First Year English Teacher Needs Books,Teacher-Led,Books,Literacy & Language,Literature & Writing
1171034,687469cb9092c182235a74697e3388bc,b1d7c59e875ad4da2cdf07bcf3b8346d,100.0,Oakland,First Year English Teacher Needs Books,Teacher-Led,Books,Literacy & Language,Literature & Writing
1171072,25cec9696070b26622eac3d43c6b1e12,c4440fc8297eb87ff6264529992912e0,10.0,Oakland,E-Literacy for Social Empowerment,Teacher-Led,Technology,Literacy & Language,"Foreign Languages, Literacy"
1171084,d19a69e0d822f90e5c73ef946619266e,c5ad058ed60c96d821ff80e64bf7ab81,50.0,Oakland,Projector And Doc Cam Make Our Community Meetings Awesome,Teacher-Led,Technology,Music & The Arts,"Performing Arts, Visual Arts"
1171123,677623c643f1fb1d64796f2403b3b224,dd739f39a3a11c3fea65db95c3f99c59,183.87,Oakland,Netbook For Special Ed Independent Learning Opportunities,Teacher-Led,Technology,Special Needs,Special Needs
1171124,c1810494c82a6af9f13bceadf208a7e2,dd739f39a3a11c3fea65db95c3f99c59,10.0,Oakland,Netbook For Special Ed Independent Learning Opportunities,Teacher-Led,Technology,Special Needs,Special Needs
1171126,38fa85b8e9bc8969db645dcd1e65f309,dd739f39a3a11c3fea65db95c3f99c59,10.0,Oakland,Netbook For Special Ed Independent Learning Opportunities,Teacher-Led,Technology,Special Needs,Special Needs
1171127,922f28c65b23f3d99cc7611af8a29cb9,dd739f39a3a11c3fea65db95c3f99c59,25.0,Oakland,Netbook For Special Ed Independent Learning Opportunities,Teacher-Led,Technology,Special Needs,Special Needs
1171154,f6f62d34fb78736fa0cab22e98fc5d87,f28c7e0b30e6a9b71cb9179d7df0dbe5,50.0,Oakland,Consistent and Functional Technology Access for College-Bound Middle Schoolers,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
1171171,849681e4de542ed755c35ab5e405c520,1c4e211c635223e4b12f4bb75590975a,10.0,Oakland,Biology And Biotech Lab Supplies For Promising At-Risk Students,Teacher-Led,Supplies,Math & Science,"Applied Sciences, Health & Life Science"
1171172,2fbb917491d11ca323da639abd6eb733,1c4e211c635223e4b12f4bb75590975a,25.0,Oakland,Biology And Biotech Lab Supplies For Promising At-Risk Students,Teacher-Led,Supplies,Math & Science,"Applied Sciences, Health & Life Science"
1171173,1a9c1fd037a29eea90911920aee83205,1c4e211c635223e4b12f4bb75590975a,50.0,Oakland,Biology And Biotech Lab Supplies For Promising At-Risk Students,Teacher-Led,Supplies,Math & Science,"Applied Sciences, Health & Life Science"
1171180,849681e4de542ed755c35ab5e405c520,4a024727a241ca53b28f3161bc4840ce,10.0,Oakland,World History ,Teacher-Led,Books,History & Civics,History & Geography
1171182,1b32d2981196475b6515ff6ff88c4de9,4a024727a241ca53b28f3161bc4840ce,40.0,Oakland,World History ,Teacher-Led,Books,History & Civics,History & Geography
1171183,22ce61b2875f429035153318700583df,4a024727a241ca53b28f3161bc4840ce,100.0,Oakland,World History ,Teacher-Led,Books,History & Civics,History & Geography
1171184,849681e4de542ed755c35ab5e405c520,b42f75ce647add48e30d77ccda1003e3,15.0,Oakland,Chromebooks for Analyzing Data Collaboratively!,Teacher-Led,Technology,Math & Science,Mathematics
1171187,417ec0240ddf1fe7a4ebc12c0d70735d,b42f75ce647add48e30d77ccda1003e3,200.0,Oakland,Chromebooks for Analyzing Data Collaboratively!,Teacher-Led,Technology,Math & Science,Mathematics
1171190,849681e4de542ed755c35ab5e405c520,b7550989f7c1360fb22227a540413e1a,10.0,Oakland,Salvage the Bones: A New American Classic,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1171191,97b0f06ddd9c03f96fd8f8ad76f6478c,b7550989f7c1360fb22227a540413e1a,89.93,Oakland,Salvage the Bones: A New American Classic,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
1171193,849681e4de542ed755c35ab5e405c520,c7cee1cb956c30abc8792991ccab3a9e,25.0,Oakland, Technology For Striving Inclusion Students!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
1171195,de0dfae07009b6d1907caa9c4da8b8b9,c7cee1cb956c30abc8792991ccab3a9e,100.0,Oakland, Technology For Striving Inclusion Students!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
1171197,87f7849d73651533874d465b6e49c674,c7cee1cb956c30abc8792991ccab3a9e,25.0,Oakland, Technology For Striving Inclusion Students!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
1171198,cf13c9813d4b488c0935841703acc110,c7cee1cb956c30abc8792991ccab3a9e,100.0,Oakland, Technology For Striving Inclusion Students!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
1171201,87f72c03e7400f3ad481938f03dabbe9,c7cee1cb956c30abc8792991ccab3a9e,50.0,Oakland, Technology For Striving Inclusion Students!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
1171202,badf007282a851c96af4970da7a82524,c7cee1cb956c30abc8792991ccab3a9e,50.0,Oakland, Technology For Striving Inclusion Students!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
1171203,cf708a3a681a588fb6e2abf1ead38721,c7cee1cb956c30abc8792991ccab3a9e,50.0,Oakland, Technology For Striving Inclusion Students!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
1171205,c1ee67ad76ee2cff9b016086674c5e5e,dc80da8e6c29f41318ae69cbaccb326f,10.0,Oakland,Technology for Speech and Language Students,Teacher-Led,Technology,Special Needs,Special Needs
1171294,6b0c9ae6121b2f597664e5a8d1bda5dd,008cbe6badfaaa077089ad4d80d70879,100.0,Oakland,Help Student Writers Find Their Voices!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
1171295,944ffdf9201418e8e4f08900595ea344,008cbe6badfaaa077089ad4d80d70879,100.0,Oakland,Help Student Writers Find Their Voices!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
1171298,dace1dcf11a131ed837722dab180cb45,bbb3356aae34511dda3de83e306702b6,50.0,Oakland,123 Years of Memories,Teacher-Led,Technology,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
1171300,c7831f35ba8fe6e132797198afc419cf,bbb3356aae34511dda3de83e306702b6,25.0,Oakland,123 Years of Memories,Teacher-Led,Technology,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
1171303,9ac7b02bbbda22085206ac6977680594,bbb3356aae34511dda3de83e306702b6,25.0,Oakland,123 Years of Memories,Teacher-Led,Technology,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
1171307,50a69c810eec51e1654ef89f7b4f1700,d1930d8a5cf587d3dc23ecfb3b8afb53,25.0,Oakland,Not Just a Desk Job,Teacher-Led,Supplies,"Math & Science, Music & The Arts","Applied Sciences, Visual Arts"
1171308,3781f13b64a2d7303d343a9424b06c4d,d1930d8a5cf587d3dc23ecfb3b8afb53,200.0,Oakland,Not Just a Desk Job,Teacher-Led,Supplies,"Math & Science, Music & The Arts","Applied Sciences, Visual Arts"
1171309,a5c283eec999b473ed8ccee10e280da1,d1930d8a5cf587d3dc23ecfb3b8afb53,150.0,Oakland,Not Just a Desk Job,Teacher-Led,Supplies,"Math & Science, Music & The Arts","Applied Sciences, Visual Arts"
1171313,6da9f4f26233c11801ff2e5a6cf851a0,d1930d8a5cf587d3dc23ecfb3b8afb53,100.0,Oakland,Not Just a Desk Job,Teacher-Led,Supplies,"Math & Science, Music & The Arts","Applied Sciences, Visual Arts"
1171314,54223223adec3eac68bd51729e6cf54b,d1930d8a5cf587d3dc23ecfb3b8afb53,200.0,Oakland,Not Just a Desk Job,Teacher-Led,Supplies,"Math & Science, Music & The Arts","Applied Sciences, Visual Arts"
1171315,af8de7429e5ba99497c50a5b4e8ca8cd,d1930d8a5cf587d3dc23ecfb3b8afb53,50.0,Oakland,Not Just a Desk Job,Teacher-Led,Supplies,"Math & Science, Music & The Arts","Applied Sciences, Visual Arts"
1171317,145885fd3e15f9e6ca5378561e4b4fed,d1930d8a5cf587d3dc23ecfb3b8afb53,25.0,Oakland,Not Just a Desk Job,Teacher-Led,Supplies,"Math & Science, Music & The Arts","Applied Sciences, Visual Arts"
1171320,7040982bd70f5d95adf9dd919a938161,d1930d8a5cf587d3dc23ecfb3b8afb53,1000.0,Oakland,Not Just a Desk Job,Teacher-Led,Supplies,"Math & Science, Music & The Arts","Applied Sciences, Visual Arts"
1171324,6b0c9ae6121b2f597664e5a8d1bda5dd,873df10acafebc757989deed952664ab,10.0,Oakland,Interactive WhiteBoard to Get Students Interacting!,Teacher-Led,Technology,"Applied Learning, Special Needs","Early Development, Special Needs"
